Symbol,scriptcode,previousclose,buyval,sellval,stoplossval,tp1,tp2,tp3,tp1qty,tp2qty,tp3qty,slqty,totalqty,stoplos_bool,tp1_bool,tp2_bool,tp3_bool,tradetype,tslstep,tslmove,tslval,slpts
ROSSARI,19410,722.75,798.63875,643.2475,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
ROUTE,128,1578.25,1743.96625,1404.6425,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
RVNL,9552,245.45,271.22225,218.45049999999998,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SAIL,2963,134.3,148.4015,119.52700000000002,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SAREGAMA,4892,372.25,411.33625,331.3025,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SCHAEFFLER,1011,2872.3,3173.8915,2556.347,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SHARDACROP,4992,345.35,381.61175000000003,307.36150000000004,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SHOPERSTOP,11813,770.0,850.85,685.3,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SJVN,18883,119.9,132.4895,106.71100000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SKFINDIA,3186,4177.6,4616.2480000000005,3718.0640000000003,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SOBHA,13826,1450.25,1602.52625,1290.7225,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SOLARINDS,13332,7731.4,8543.197,6880.946,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SONATSOFTW,6596,782.85,865.04925,696.7365,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SPARC,6596,782.85,865.04925,696.7365,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SRF,3273,2455.5,2713.3275,2185.395,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
STLTECH,9309,128.6,142.10299999999998,114.454,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SUNDRMFAST,3345,1062.1,1173.6205,945.2689999999999,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SUNTECK,17641,447.0,493.935,397.83,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SUPRAJIT,11689,424.85,469.45925,378.11650000000003,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SUVENPHAR,17945,650.7,719.0235,579.123,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SUZLON,17945,650.7,719.0235,579.123,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SWANENERGY,27095,669.85,740.18425,596.1665,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SWSOLAR,12489,570.15,630.01575,507.4335,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
SYMPHONY,24190,875.55,967.4827499999999,779.2394999999999,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TANLA,13976,928.4,1025.882,826.276,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TATACOMM,3721,1954.55,2159.7777499999997,1739.5495,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TATAINVEST,3721,1954.55,2159.7777499999997,1739.5495,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TATAMTRDVR,16965,684.25,756.09625,608.9825,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TATAPOWER,3426,413.15,456.53074999999995,367.70349999999996,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TATASTEEL,3499,153.45,169.56224999999998,136.57049999999998,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TCS,11536,4122.35,4555.19675,3668.8915,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TEAMLEASE,12716,2914.7,3220.7434999999996,2594.0829999999996,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
THERMAX,3475,3618.1,3998.0005,3220.109,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TIMKEN,14198,2565.55,2834.93275,2283.3395,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TITAN,3506,3750.15,4143.91575,3337.6335,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TORNTPHARM,3518,2697.8,2981.0690000000004,2401.0420000000004,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TORNTPOWER,13786,1159.15,1280.86075,1031.6435000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TRENT,1964,4004.7,4425.193499999999,3564.183,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TRITURBINE,25584,480.65,531.11825,427.7785,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TTKPRESTIG,3546,707.35,781.62175,629.5415,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TTML,8954,85.6,94.588,76.184,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TV18BRDCST,8954,85.6,94.588,76.184,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
TVSMOTOR,8479,2268.35,2506.52675,2018.8315,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
UBL,16713,1699.25,1877.6712499999999,1512.3325,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
UCOBANK,11223,55.0,60.775,48.95,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
USHAMART,8840,306.1,338.2405,272.42900000000003,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VAIBHAVGBL,11364,400.8,442.884,356.712,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VARROC,3857,480.2,530.621,427.378,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VEDL,3063,275.35,304.26175,245.06150000000002,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VGUARD,15362,336.05,371.33525000000003,299.0845,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VINATIORGA,17364,1596.95,1764.62975,1421.2855,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VIPIND,3703,517.1,571.3955,460.21900000000005,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VMART,29284,1900.2,2099.721,1691.178,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VOLTAS,3718,1073.65,1186.38325,955.5485000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
VTL,2073,434.3,479.9015,386.527,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
WELCORP,11821,542.8,599.794,483.092,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
WIPRO,3787,514.55,568.5777499999999,457.94949999999994,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
YESBANK,11915,23.65,26.133249999999997,21.048499999999997,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
ZEEL,3812,156.05,172.43525,138.8845,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
ZENSARTECH,1076,574.25,634.54625,511.0825,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
ZYDUSWELL,17635,1591.9,1759.0495,1416.7910000000002,0,0,0,0,0,0,0,0,0,False,False,False,False,,0,0,0,0
